commodity_name,commodity_code,commodity_weight,date_code,wpi_index,date
Cauliflower,1101020108,0.16697,INDX112014,129.7,2014-11-01
Caustic soda (sodium hydroxide),1310010006,0.08237,INDX112014,109.3,2014-11-01
Cement blocks (concrete),1313060004,0.04345,INDX112014,108.5,2014-11-01
Cement superfine,1313050007,0.07761,INDX112014,111.0,2014-11-01
Centrifugal Pumps,1318030001,0.02796,INDX112014,105.1,2014-11-01
Ceramic tiles (Vitrified tiles),1313020002,0.17903,INDX112014,116.4,2014-11-01
Chain,1319020015,0.0219,INDX112014,108.4,2014-11-01
Chassis of different vehicle types,1319010004,0.15893,INDX112014,102.9,2014-11-01
Chemical equipment & system,1318140003,0.00731,INDX112014,113.0,2014-11-01
"Chicken/duck, dressed - fresh/frozen",1301010004,0.0109,INDX112014,126.0,2014-11-01
Chillers,1318080001,0.00436,INDX112014,115.7,2014-11-01
Chillies (Dry),1101050002,0.14056,INDX112014,113.4,2014-11-01
Chocolate & cocoa powder,1301100001,0.09685,INDX112014,120.0,2014-11-01
Chrome Tanned Leather,1306010002,0.14213,INDX112014,129.6,2014-11-01
Chromite,1103010002,0.02645,INDX112014,72.5,2014-11-01
Cigarette,1303010001,0.16619,INDX112014,136.5,2014-11-01
Clinker,1313050002,0.31582,INDX112014,110.7,2014-11-01
Clock,1316060003,0.00513,INDX112014,122.7,2014-11-01
Clutches and shaft couplings,1318040003,0.01187,INDX112014,113.0,2014-11-01
Coconut (Fresh),1101020206,0.07873,INDX112014,174.2,2014-11-01
Coffee,1101060002,0.09879,INDX112014,116.1,2014-11-01
Coffee powder with chicory,1301120003,0.00616,INDX112014,127.8,2014-11-01
Coir Fibre,1102010006,0.01555,INDX112014,127.4,2014-11-01
Coking Coal,1201010001,0.64703,INDX112014,101.4,2014-11-01
"Cold Rolled (CR) Coils & Sheets, including Narrow Strip",1314050002,0.09307,INDX112014,101.8,2014-11-01
Colour TV,1316040001,0.43702,INDX112014,98.1,2014-11-01
Computer peripherals,1316020003,0.03574,INDX112014,93.6,2014-11-01
Concrete vibrator & mixture,1318110007,0.01692,INDX112014,102.8,2014-11-01
Condensed Milk,1301050001,0.02154,INDX112014,134.4,2014-11-01
Condoms,1312020007,0.0131,INDX112014,109.2,2014-11-01
Connector/plug/socket/holder-electric,1317040010,0.04832,INDX112014,111.9,2014-11-01
Conveyer belt (fibre based),1312020005,0.04791,INDX112014,102.0,2014-11-01
Conveyors - non-roller type,1318080005,0.00093,INDX112014,89.6,2014-11-01
